patch_num,patch_size,patch_id,patch_index,patch_location_x,patch_location_y,global_habitat_num,habitat_id,habitat_index,habitat_x_location,habitat_y_location,env_axis1,env_axis2,hab_length,hab_width
64,16,patch1,0,2.0,2.0,1024,h0,0,1,1,0.7549620538492243,0.2237067277996578,10,10
64,16,patch1,0,2.0,2.0,1024,h1,1,1,2,0.7549620538492243,0.2237067277996578,10,10
64,16,patch1,0,2.0,2.0,1024,h2,2,1,3,0.6296944146526051,0.2081032250854142,10,10
64,16,patch1,0,2.0,2.0,1024,h3,3,1,4,0.6296944146526051,0.2081032250854142,10,10
64,16,patch1,0,2.0,2.0,1024,h4,4,2,1,0.7549620538492243,0.2237067277996578,10,10
64,16,patch1,0,2.0,2.0,1024,h5,5,2,2,0.7549620538492243,0.2237067277996578,10,10
64,16,patch1,0,2.0,2.0,1024,h6,6,2,3,0.6296944146526051,0.2081032250854142,10,10
64,16,patch1,0,2.0,2.0,1024,h7,7,2,4,0.6296944146526051,0.2081032250854142,10,10
64,16,patch1,0,2.0,2.0,1024,h8,8,3,1,0.6934755952947762,0.2229241686020077,10,10
64,16,patch1,0,2.0,2.0,1024,h9,9,3,2,0.6934755952947762,0.2229241686020077,10,10
64,16,patch1,0,2.0,2.0,1024,h10,10,3,3,0.6661791507967677,0.2173043857906379,10,10
64,16,patch1,0,2.0,2.0,1024,h11,11,3,4,0.6661791507967677,0.2173043857906379,10,10
64,16,patch1,0,2.0,2.0,1024,h12,12,4,1,0.6934755952947762,0.2229241686020077,10,10
64,16,patch1,0,2.0,2.0,1024,h13,13,4,2,0.6934755952947762,0.2229241686020077,10,10
64,16,patch1,0,2.0,2.0,1024,h14,14,4,3,0.6661791507967677,0.2173043857906379,10,10
64,16,patch1,0,2.0,2.0,1024,h15,15,4,4,0.6661791507967677,0.2173043857906379,10,10
64,16,patch2,1,2.0,6.0,1024,h0,0,1,5,0.561955119843428,0.2095683934183676,10,10
64,16,patch2,1,2.0,6.0,1024,h1,1,1,6,0.561955119843428,0.2095683934183676,10,10
64,16,patch2,1,2.0,6.0,1024,h2,2,1,7,0.5335076359654491,0.1828770902676046,10,10
64,16,patch2,1,2.0,6.0,1024,h3,3,1,8,0.5335076359654491,0.1828770902676046,10,10
64,16,patch2,1,2.0,6.0,1024,h4,4,2,5,0.561955119843428,0.2095683934183676,10,10
64,16,patch2,1,2.0,6.0,1024,h5,5,2,6,0.561955119843428,0.2095683934183676,10,10
64,16,patch2,1,2.0,6.0,1024,h6,6,2,7,0.5335076359654491,0.1828770902676046,10,10
64,16,patch2,1,2.0,6.0,1024,h7,7,2,8,0.5335076359654491,0.1828770902676046,10,10
64,16,patch2,1,2.0,6.0,1024,h8,8,3,5,0.6565840401726906,0.209237282893335,10,10
64,16,patch2,1,2.0,6.0,1024,h9,9,3,6,0.6565840401726906,0.209237282893335,10,10
64,16,patch2,1,2.0,6.0,1024,h10,10,3,7,0.5437373409236672,0.1639915067950711,10,10
